date,facility_id,facility_name,facility_type,packaging_type,total_produced,total_returned,total_reused,total_recycled,total_waste,co2_saved,cost_savings,latitude,longitude
2025-08-08,BR001,Brussels Brewery,Brewery,Aluminum Cans,709,528,117,411,181,422.4,63.36,50.8503,4.3517
2025-08-08,BR001,Brussels Brewery,Brewery,Plastic Bottles,1530,782,242,540,748,234.6,62.56,50.8503,4.3517
2025-08-08,BR001,Brussels Brewery,Brewery,Cardboard Cartons,613,152,30,122,461,30.4,7.6,50.8503,4.3517
2025-08-08,BR001,Brussels Brewery,Brewery,Wooden Crates,759,743,628,115,16,74.3,185.75,50.8503,4.3517
2025-08-08,BR002,Leuven Brewery,Brewery,Glass Bottles,1296,1004,744,260,292,502.0,150.6,50.8798,4.7005
2025-08-08,BR002,Leuven Brewery,Brewery,Aluminum Cans,1547,1248,498,750,299,998.4,149.76,50.8798,4.7005
2025-08-08,BR002,Leuven Brewery,Brewery,Plastic Bottles,1520,892,354,538,628,267.6,71.36,50.8798,4.7005
2025-08-08,BR002,Leuven Brewery,Brewery,Cardboard Cartons,509,101,19,82,408,20.2,5.05,50.8798,4.7005
2025-08-08,BR002,Leuven Brewery,Brewery,Wooden Crates,1396,1349,1123,226,47,134.9,337.25,50.8798,4.7005
2025-08-08,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1785,1354,982,372,431,677.0,203.1,51.2194,4.4025
2025-08-08,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,2234,1536,418,1118,698,1228.8,184.32,51.2194,4.4025
2025-08-08,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1090,765,299,466,325,229.5,61.2,51.2194,4.4025
2025-08-08,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1046,314,61,253,732,62.8,15.7,51.2194,4.4025
2025-08-08,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1747,1587,1265,322,160,158.7,396.75,51.2194,4.4025
2025-08-08,DC002,Ghent Distribution,Distribution Center,Glass Bottles,2067,1620,1302,318,447,810.0,243.0,51.05,3.7303
2025-08-08,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1113,873,297,576,240,698.4,104.76,51.05,3.7303
2025-08-08,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,2504,1185,493,692,1319,355.5,94.8,51.05,3.7303
2025-08-08,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1966,393,150,243,1573,78.6,19.65,51.05,3.7303
2025-08-08,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1850,1813,1372,441,37,181.3,453.25,51.05,3.7303
2025-08-09,BR001,Brussels Brewery,Brewery,Glass Bottles,264,258,178,80,6,129.0,38.7,50.8503,4.3517
2025-08-09,BR001,Brussels Brewery,Brewery,Aluminum Cans,993,750,250,500,243,600.0,90.0,50.8503,4.3517
2025-08-09,BR001,Brussels Brewery,Brewery,Plastic Bottles,962,883,383,500,79,264.9,70.64,50.8503,4.3517
2025-08-09,BR001,Brussels Brewery,Brewery,Cardboard Cartons,727,341,71,270,386,68.2,17.05,50.8503,4.3517
2025-08-09,BR001,Brussels Brewery,Brewery,Wooden Crates,825,795,571,224,30,79.5,198.75,50.8503,4.3517
2025-08-09,BR002,Leuven Brewery,Brewery,Glass Bottles,716,667,476,191,49,333.5,100.05,50.8798,4.7005
2025-08-09,BR002,Leuven Brewery,Brewery,Aluminum Cans,661,421,129,292,240,336.8,50.52,50.8798,4.7005
2025-08-09,BR002,Leuven Brewery,Brewery,Plastic Bottles,309,159,50,109,150,47.7,12.72,50.8798,4.7005
2025-08-09,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1014,318,96,222,696,63.6,15.9,50.8798,4.7005
2025-08-09,BR002,Leuven Brewery,Brewery,Wooden Crates,833,816,648,168,17,81.6,204.0,50.8798,4.7005
2025-08-09,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,988,801,576,225,187,400.5,120.15,51.2194,4.4025
2025-08-09,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,772,632,119,513,140,505.6,75.84,51.2194,4.4025
2025-08-09,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1536,961,414,547,575,288.3,76.88,51.2194,4.4025
2025-08-09,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1390,635,194,441,755,127.0,31.75,51.2194,4.4025
2025-08-09,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1045,1024,865,159,21,102.4,256.0,51.2194,4.4025
2025-08-09,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1376,1273,633,640,103,636.5,190.95,51.05,3.7303
2025-08-09,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1354,805,322,483,549,644.0,96.6,51.05,3.7303
2025-08-09,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,936,420,142,278,516,126.0,33.6,51.05,3.7303
2025-08-09,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,903,329,65,264,574,65.8,16.45,51.05,3.7303
2025-08-09,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1160,1136,931,205,24,113.6,284.0,51.05,3.7303
2025-08-10,BR001,Brussels Brewery,Brewery,Glass Bottles,1010,989,630,359,21,494.5,148.35,50.8503,4.3517
2025-08-10,BR001,Brussels Brewery,Brewery,Aluminum Cans,880,786,263,523,94,628.8,94.32,50.8503,4.3517
2025-08-10,BR001,Brussels Brewery,Brewery,Plastic Bottles,367,195,74,121,172,58.5,15.6,50.8503,4.3517
2025-08-10,BR001,Brussels Brewery,Brewery,Cardboard Cartons,719,328,99,229,391,65.6,16.4,50.8503,4.3517
2025-08-10,BR001,Brussels Brewery,Brewery,Wooden Crates,406,396,293,103,10,39.6,99.0,50.8503,4.3517
2025-08-10,BR002,Leuven Brewery,Brewery,Glass Bottles,535,410,318,92,125,205.0,61.5,50.8798,4.7005
2025-08-10,BR002,Leuven Brewery,Brewery,Aluminum Cans,774,563,164,399,211,450.4,67.56,50.8798,4.7005
2025-08-10,BR002,Leuven Brewery,Brewery,Plastic Bottles,511,320,104,216,191,96.0,25.6,50.8798,4.7005
2025-08-10,BR002,Leuven Brewery,Brewery,Cardboard Cartons,351,90,38,52,261,18.0,4.5,50.8798,4.7005
2025-08-10,BR002,Leuven Brewery,Brewery,Wooden Crates,566,544,424,120,22,54.4,136.0,50.8798,4.7005
2025-08-10,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1167,1042,754,288,125,521.0,156.3,51.2194,4.4025
2025-08-10,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1466,1211,428,783,255,968.8,145.32,51.2194,4.4025
2025-08-10,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1108,744,323,421,364,223.2,59.52,51.2194,4.4025
2025-08-10,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,963,470,133,337,493,94.0,23.5,51.2194,4.4025
2025-08-10,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,800,670,603,67,130,67.0,167.5,51.2194,4.4025
2025-08-10,DC002,Ghent Distribution,Distribution Center,Glass Bottles,727,600,391,209,127,300.0,90.0,51.05,3.7303
2025-08-10,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,530,305,101,204,225,244.0,36.6,51.05,3.7303
2025-08-10,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1286,790,117,673,496,237.0,63.2,51.05,3.7303
2025-08-10,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1322,588,147,441,734,117.6,29.4,51.05,3.7303
2025-08-10,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1372,1344,998,346,28,134.4,336.0,51.05,3.7303
2025-08-11,BR001,Brussels Brewery,Brewery,Glass Bottles,447,360,220,140,87,180.0,54.0,50.8503,4.3517
2025-08-11,BR001,Brussels Brewery,Brewery,Aluminum Cans,1466,1286,337,949,180,1028.8,154.32,50.8503,4.3517
2025-08-11,BR001,Brussels Brewery,Brewery,Plastic Bottles,1368,721,267,454,647,216.3,57.68,50.8503,4.3517
2025-08-11,BR001,Brussels Brewery,Brewery,Cardboard Cartons,645,168,60,108,477,33.6,8.4,50.8503,4.3517
2025-08-11,BR001,Brussels Brewery,Brewery,Wooden Crates,1363,1335,1143,192,28,133.5,333.75,50.8503,4.3517
2025-08-11,BR002,Leuven Brewery,Brewery,Glass Bottles,447,408,321,87,39,204.0,61.2,50.8798,4.7005
2025-08-11,BR002,Leuven Brewery,Brewery,Aluminum Cans,1105,1017,428,589,88,813.6,122.04,50.8798,4.7005
2025-08-11,BR002,Leuven Brewery,Brewery,Plastic Bottles,1603,1032,402,630,571,309.6,82.56,50.8798,4.7005
2025-08-11,BR002,Leuven Brewery,Brewery,Cardboard Cartons,801,249,94,155,552,49.8,12.45,50.8798,4.7005
2025-08-11,BR002,Leuven Brewery,Brewery,Wooden Crates,1662,1411,1077,334,251,141.1,352.75,50.8798,4.7005
2025-08-11,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,2307,1249,924,325,1058,624.5,187.35,51.2194,4.4025
2025-08-11,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1434,983,404,579,451,786.4,117.96,51.2194,4.4025
2025-08-11,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1601,1023,421,602,578,306.9,81.84,51.2194,4.4025
2025-08-11,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1517,442,178,264,1075,88.4,22.1,51.2194,4.4025
2025-08-11,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1061,1039,910,129,22,103.9,259.75,51.2194,4.4025
2025-08-11,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1147,1065,763,302,82,532.5,159.75,51.05,3.7303
2025-08-11,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1631,1137,427,710,494,909.6,136.44,51.05,3.7303
2025-08-11,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,2034,914,236,678,1120,274.2,73.12,51.05,3.7303
2025-08-11,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1915,426,97,329,1489,85.2,21.3,51.05,3.7303
2025-08-11,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1323,1296,1102,194,27,129.6,324.0,51.05,3.7303
2025-08-12,BR001,Brussels Brewery,Brewery,Glass Bottles,899,768,550,218,131,384.0,115.2,50.8503,4.3517
2025-08-12,BR001,Brussels Brewery,Brewery,Aluminum Cans,1387,778,204,574,609,622.4,93.36,50.8503,4.3517
2025-08-12,BR001,Brussels Brewery,Brewery,Plastic Bottles,1187,631,147,484,556,189.3,50.48,50.8503,4.3517
2025-08-12,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1439,661,141,520,778,132.2,33.05,50.8503,4.3517
2025-08-12,BR001,Brussels Brewery,Brewery,Wooden Crates,1084,964,570,394,120,96.4,241.0,50.8503,4.3517
2025-08-12,BR002,Leuven Brewery,Brewery,Glass Bottles,1523,1249,738,511,274,624.5,187.35,50.8798,4.7005
2025-08-12,BR002,Leuven Brewery,Brewery,Aluminum Cans,924,700,143,557,224,560.0,84.0,50.8798,4.7005
2025-08-12,BR002,Leuven Brewery,Brewery,Plastic Bottles,1644,1003,286,717,641,300.9,80.24,50.8798,4.7005
2025-08-12,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1140,646,225,421,494,129.2,32.3,50.8798,4.7005
2025-08-12,BR002,Leuven Brewery,Brewery,Wooden Crates,796,609,410,199,187,60.9,152.25,50.8798,4.7005
2025-08-12,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1604,1372,832,540,232,686.0,205.8,51.2194,4.4025
2025-08-12,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1850,838,364,474,1012,670.4,100.56,51.2194,4.4025
2025-08-12,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,2263,1520,535,985,743,456.0,121.6,51.2194,4.4025
2025-08-12,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1860,631,216,415,1229,126.2,31.55,51.2194,4.4025
2025-08-12,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1727,1519,1246,273,208,151.9,379.75,51.2194,4.4025
2025-08-12,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1187,899,765,134,288,449.5,134.85,51.05,3.7303
2025-08-12,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1527,905,383,522,622,724.0,108.6,51.05,3.7303
2025-08-12,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1863,1125,282,843,738,337.5,90.0,51.05,3.7303
2025-08-12,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1856,773,288,485,1083,154.6,38.65,51.05,3.7303
2025-08-12,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1729,1694,1408,286,35,169.4,423.5,51.05,3.7303
2025-08-13,BR001,Brussels Brewery,Brewery,Glass Bottles,882,671,473,198,211,335.5,100.65,50.8503,4.3517
2025-08-13,BR001,Brussels Brewery,Brewery,Aluminum Cans,977,910,395,515,67,728.0,109.2,50.8503,4.3517
2025-08-13,BR001,Brussels Brewery,Brewery,Plastic Bottles,1458,1007,382,625,451,302.1,80.56,50.8503,4.3517
2025-08-13,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1043,490,203,287,553,98.0,24.5,50.8503,4.3517
2025-08-13,BR001,Brussels Brewery,Brewery,Wooden Crates,1684,1522,1011,511,162,152.2,380.5,50.8503,4.3517
2025-08-13,BR002,Leuven Brewery,Brewery,Glass Bottles,1139,976,603,373,163,488.0,146.4,50.8798,4.7005
2025-08-13,BR002,Leuven Brewery,Brewery,Aluminum Cans,677,436,99,337,241,348.8,52.32,50.8798,4.7005
2025-08-13,BR002,Leuven Brewery,Brewery,Plastic Bottles,1602,1359,426,933,243,407.7,108.72,50.8798,4.7005
2025-08-13,BR002,Leuven Brewery,Brewery,Cardboard Cartons,643,280,49,231,363,56.0,14.0,50.8798,4.7005
2025-08-13,BR002,Leuven Brewery,Brewery,Wooden Crates,840,643,461,182,197,64.3,160.75,50.8798,4.7005
2025-08-13,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1658,1624,1191,433,34,812.0,243.6,51.2194,4.4025
2025-08-13,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,2255,1826,682,1144,429,1460.8,219.12,51.2194,4.4025
2025-08-13,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,2107,1139,499,640,968,341.7,91.12,51.2194,4.4025
2025-08-13,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,2550,858,378,480,1692,171.6,42.9,51.2194,4.4025
2025-08-13,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1153,1129,701,428,24,112.9,282.25,51.2194,4.4025
2025-08-13,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1043,808,421,387,235,404.0,121.2,51.05,3.7303
2025-08-13,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1246,1079,321,758,167,863.2,129.48,51.05,3.7303
2025-08-13,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1768,666,224,442,1102,199.8,53.28,51.05,3.7303
2025-08-13,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1576,545,82,463,1031,109.0,27.25,51.05,3.7303
2025-08-13,DC002,Ghent Distribution,Distribution Center,Wooden Crates,2260,2214,1794,420,46,221.4,553.5,51.05,3.7303
2025-08-14,BR001,Brussels Brewery,Brewery,Glass Bottles,1030,845,557,288,185,422.5,126.75,50.8503,4.3517
2025-08-14,BR001,Brussels Brewery,Brewery,Aluminum Cans,1405,841,142,699,564,672.8,100.92,50.8503,4.3517
2025-08-14,BR001,Brussels Brewery,Brewery,Plastic Bottles,1517,1105,279,826,412,331.5,88.4,50.8503,4.3517
2025-08-14,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1664,669,66,603,995,133.8,33.45,50.8503,4.3517
2025-08-14,BR001,Brussels Brewery,Brewery,Wooden Crates,1642,1343,1156,187,299,134.3,335.75,50.8503,4.3517
2025-08-14,BR002,Leuven Brewery,Brewery,Glass Bottles,1681,1492,1306,186,189,746.0,223.8,50.8798,4.7005
2025-08-14,BR002,Leuven Brewery,Brewery,Aluminum Cans,523,462,127,335,61,369.6,55.44,50.8798,4.7005
2025-08-14,BR002,Leuven Brewery,Brewery,Plastic Bottles,716,463,124,339,253,138.9,37.04,50.8798,4.7005
2025-08-14,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1119,677,280,397,442,135.4,33.85,50.8798,4.7005
2025-08-14,BR002,Leuven Brewery,Brewery,Wooden Crates,1556,1504,1233,271,52,150.4,376.0,50.8798,4.7005
2025-08-14,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,872,854,647,207,18,427.0,128.1,51.2194,4.4025
2025-08-14,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,2286,2070,207,1863,216,1656.0,248.4,51.2194,4.4025
2025-08-14,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1024,661,164,497,363,198.3,52.88,51.2194,4.4025
2025-08-14,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,2320,1335,606,729,985,267.0,66.75,51.2194,4.4025
2025-08-14,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1120,1067,960,107,53,106.7,266.75,51.2194,4.4025
2025-08-14,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1697,1663,1176,487,34,831.5,249.45,51.05,3.7303
2025-08-14,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,2501,2450,727,1723,51,1960.0,294.0,51.05,3.7303
2025-08-14,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1925,1113,430,683,812,333.9,89.04,51.05,3.7303
2025-08-14,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1633,595,183,412,1038,119.0,29.75,51.05,3.7303
2025-08-14,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1019,998,800,198,21,99.8,249.5,51.05,3.7303
2025-08-15,BR001,Brussels Brewery,Brewery,Glass Bottles,543,369,271,98,174,184.5,55.35,50.8503,4.3517
2025-08-15,BR001,Brussels Brewery,Brewery,Aluminum Cans,894,608,235,373,286,486.4,72.96,50.8503,4.3517
2025-08-15,BR001,Brussels Brewery,Brewery,Plastic Bottles,821,549,245,304,272,164.7,43.92,50.8503,4.3517
2025-08-15,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1084,531,217,314,553,106.2,26.55,50.8503,4.3517
2025-08-15,BR001,Brussels Brewery,Brewery,Wooden Crates,571,504,443,61,67,50.4,126.0,50.8503,4.3517
2025-08-15,BR002,Leuven Brewery,Brewery,Glass Bottles,1504,1473,929,544,31,736.5,220.95,50.8798,4.7005
2025-08-15,BR002,Leuven Brewery,Brewery,Aluminum Cans,496,461,112,349,35,368.8,55.32,50.8798,4.7005
2025-08-15,BR002,Leuven Brewery,Brewery,Plastic Bottles,1708,879,289,590,829,263.7,70.32,50.8798,4.7005
2025-08-15,BR002,Leuven Brewery,Brewery,Cardboard Cartons,1108,522,204,318,586,104.4,26.1,50.8798,4.7005
2025-08-15,BR002,Leuven Brewery,Brewery,Wooden Crates,1136,969,817,152,167,96.9,242.25,50.8798,4.7005
2025-08-15,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1944,1519,837,682,425,759.5,227.85,51.2194,4.4025
2025-08-15,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,2018,1326,298,1028,692,1060.8,159.12,51.2194,4.4025
2025-08-15,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1780,1160,481,679,620,348.0,92.8,51.2194,4.4025
2025-08-15,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1366,345,115,230,1021,69.0,17.25,51.2194,4.4025
2025-08-15,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,2116,1761,1519,242,355,176.1,440.25,51.2194,4.4025
2025-08-15,DC002,Ghent Distribution,Distribution Center,Glass Bottles,2560,2016,1199,817,544,1008.0,302.4,51.05,3.7303
2025-08-15,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1914,1588,383,1205,326,1270.4,190.56,51.05,3.7303
2025-08-15,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,962,546,54,492,416,163.8,43.68,51.05,3.7303
2025-08-15,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,2528,1250,477,773,1278,250.0,62.5,51.05,3.7303
2025-08-15,DC002,Ghent Distribution,Distribution Center,Wooden Crates,2225,2114,1368,746,111,211.4,528.5,51.05,3.7303
2025-08-16,BR001,Brussels Brewery,Brewery,Glass Bottles,442,429,271,158,13,214.5,64.35,50.8503,4.3517
2025-08-16,BR001,Brussels Brewery,Brewery,Aluminum Cans,933,657,349,308,276,525.6,78.84,50.8503,4.3517
2025-08-16,BR001,Brussels Brewery,Brewery,Plastic Bottles,779,412,154,258,367,123.6,32.96,50.8503,4.3517
2025-08-16,BR001,Brussels Brewery,Brewery,Cardboard Cartons,720,328,111,217,392,65.6,16.4,50.8503,4.3517
2025-08-16,BR001,Brussels Brewery,Brewery,Wooden Crates,268,262,219,43,6,26.2,65.5,50.8503,4.3517
2025-08-16,BR002,Leuven Brewery,Brewery,Glass Bottles,470,412,286,126,58,206.0,61.8,50.8798,4.7005
2025-08-16,BR002,Leuven Brewery,Brewery,Aluminum Cans,950,856,144,712,94,684.8,102.72,50.8798,4.7005
2025-08-16,BR002,Leuven Brewery,Brewery,Plastic Bottles,804,564,215,349,240,169.2,45.12,50.8798,4.7005
2025-08-16,BR002,Leuven Brewery,Brewery,Cardboard Cartons,559,262,107,155,297,52.4,13.1,50.8798,4.7005
2025-08-16,BR002,Leuven Brewery,Brewery,Wooden Crates,462,434,266,168,28,43.4,108.5,50.8798,4.7005
2025-08-16,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,550,463,278,185,87,231.5,69.45,51.2194,4.4025
2025-08-16,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,1342,908,159,749,434,726.4,108.96,51.2194,4.4025
2025-08-16,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1147,633,152,481,514,189.9,50.64,51.2194,4.4025
2025-08-16,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1053,210,77,133,843,42.0,10.5,51.2194,4.4025
2025-08-16,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,1059,1037,892,145,22,103.7,259.25,51.2194,4.4025
2025-08-16,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1252,1038,720,318,214,519.0,155.7,51.05,3.7303
2025-08-16,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,759,537,165,372,222,429.6,64.44,51.05,3.7303
2025-08-16,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1164,694,149,545,470,208.2,55.52,51.05,3.7303
2025-08-16,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,694,394,59,335,300,78.8,19.7,51.05,3.7303
2025-08-16,DC002,Ghent Distribution,Distribution Center,Wooden Crates,1226,1201,948,253,25,120.1,300.25,51.05,3.7303
2025-08-17,BR001,Brussels Brewery,Brewery,Glass Bottles,294,288,211,77,6,144.0,43.2,50.8503,4.3517
2025-08-17,BR001,Brussels Brewery,Brewery,Aluminum Cans,635,453,124,329,182,362.4,54.36,50.8503,4.3517
2025-08-17,BR001,Brussels Brewery,Brewery,Plastic Bottles,508,306,56,250,202,91.8,24.48,50.8503,4.3517
2025-08-17,BR001,Brussels Brewery,Brewery,Cardboard Cartons,946,305,37,268,641,61.0,15.25,50.8503,4.3517
2025-08-17,BR001,Brussels Brewery,Brewery,Wooden Crates,256,219,177,42,37,21.9,54.75,50.8503,4.3517
2025-08-17,BR002,Leuven Brewery,Brewery,Glass Bottles,422,371,186,185,51,185.5,55.65,50.8798,4.7005
2025-08-17,BR002,Leuven Brewery,Brewery,Aluminum Cans,347,255,90,165,92,204.0,30.6,50.8798,4.7005
2025-08-17,BR002,Leuven Brewery,Brewery,Plastic Bottles,547,319,75,244,228,95.7,25.52,50.8798,4.7005
2025-08-17,BR002,Leuven Brewery,Brewery,Cardboard Cartons,677,242,59,183,435,48.4,12.1,50.8798,4.7005
2025-08-17,BR002,Leuven Brewery,Brewery,Wooden Crates,628,556,454,102,72,55.6,139.0,50.8798,4.7005
2025-08-17,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1218,1193,746,447,25,596.5,178.95,51.2194,4.4025
2025-08-17,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,929,667,196,471,262,533.6,80.04,51.2194,4.4025
2025-08-17,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,940,499,204,295,441,149.7,39.92,51.2194,4.4025
2025-08-17,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1130,226,55,171,904,45.2,11.3,51.2194,4.4025
2025-08-17,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,724,709,546,163,15,70.9,177.25,51.2194,4.4025
2025-08-17,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1058,812,604,208,246,406.0,121.8,51.05,3.7303
2025-08-17,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,529,444,142,302,85,355.2,53.28,51.05,3.7303
2025-08-17,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,1289,670,231,439,619,201.0,53.6,51.05,3.7303
2025-08-17,DC002,Ghent Distribution,Distribution Center,Cardboard Cartons,1254,451,168,283,803,90.2,22.55,51.05,3.7303
2025-08-17,DC002,Ghent Distribution,Distribution Center,Wooden Crates,585,573,309,264,12,57.3,143.25,51.05,3.7303
2025-08-18,BR001,Brussels Brewery,Brewery,Glass Bottles,584,502,264,238,82,251.0,75.3,50.8503,4.3517
2025-08-18,BR001,Brussels Brewery,Brewery,Aluminum Cans,1387,1359,344,1015,28,1087.2,163.08,50.8503,4.3517
2025-08-18,BR001,Brussels Brewery,Brewery,Plastic Bottles,924,623,184,439,301,186.9,49.84,50.8503,4.3517
2025-08-18,BR001,Brussels Brewery,Brewery,Cardboard Cartons,1697,542,112,430,1155,108.4,27.1,50.8503,4.3517
2025-08-18,BR001,Brussels Brewery,Brewery,Wooden Crates,1404,1375,1231,144,29,137.5,343.75,50.8503,4.3517
2025-08-18,BR002,Leuven Brewery,Brewery,Glass Bottles,1445,1416,999,417,29,708.0,212.4,50.8798,4.7005
2025-08-18,BR002,Leuven Brewery,Brewery,Aluminum Cans,1035,806,220,586,229,644.8,96.72,50.8798,4.7005
2025-08-18,BR002,Leuven Brewery,Brewery,Plastic Bottles,1034,590,115,475,444,177.0,47.2,50.8798,4.7005
2025-08-18,BR002,Leuven Brewery,Brewery,Cardboard Cartons,910,371,82,289,539,74.2,18.55,50.8798,4.7005
2025-08-18,BR002,Leuven Brewery,Brewery,Wooden Crates,822,805,657,148,17,80.5,201.25,50.8798,4.7005
2025-08-18,DC001,Antwerp Distribution,Distribution Center,Glass Bottles,1914,1681,1458,223,233,840.5,252.15,51.2194,4.4025
2025-08-18,DC001,Antwerp Distribution,Distribution Center,Aluminum Cans,2538,1893,711,1182,645,1514.4,227.16,51.2194,4.4025
2025-08-18,DC001,Antwerp Distribution,Distribution Center,Plastic Bottles,1194,961,413,548,233,288.3,76.88,51.2194,4.4025
2025-08-18,DC001,Antwerp Distribution,Distribution Center,Cardboard Cartons,1649,849,228,621,800,169.8,42.45,51.2194,4.4025
2025-08-18,DC001,Antwerp Distribution,Distribution Center,Wooden Crates,2480,2412,1611,801,68,241.2,603.0,51.2194,4.4025
2025-08-18,DC002,Ghent Distribution,Distribution Center,Glass Bottles,1560,1403,1020,383,157,701.5,210.45,51.05,3.7303
2025-08-18,DC002,Ghent Distribution,Distribution Center,Aluminum Cans,1859,1398,563,835,461,1118.4,167.76,51.05,3.7303
2025-08-18,DC002,Ghent Distribution,Distribution Center,Plastic Bottles,861,412,190,222,449,123.6,32.96,51.05,3.7303
